track_id,source_dataset,audio_path,raw_audio_path,duration_sec,sample_rate,label_path,label_hz,label_start_sec,label_end_sec,structure_path,structure_version,split,license_status,quality_status,exclude_reason,structure_start_sec,structure_end_sec,structure_segment_count
deam_0115,DEAM,data/audio_wav/deam_0115.wav,data/DEAM_audio/115.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0115.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,3
deam_0116,DEAM,data/audio_wav/deam_0116.wav,data/DEAM_audio/116.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0116.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0117,DEAM,data/audio_wav/deam_0117.wav,data/DEAM_audio/117.mp3,45.048,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0117.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.05,4
deam_0118,DEAM,data/audio_wav/deam_0118.wav,data/DEAM_audio/118.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0118.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0119,DEAM,data/audio_wav/deam_0119.wav,data/DEAM_audio/119.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0119.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0120,DEAM,data/audio_wav/deam_0120.wav,data/DEAM_audio/120.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0120.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0121,DEAM,data/audio_wav/deam_0121.wav,data/DEAM_audio/121.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0121.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.04,4
deam_0122,DEAM,data/audio_wav/deam_0122.wav,data/DEAM_audio/122.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0122.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0123,DEAM,data/audio_wav/deam_0123.wav,data/DEAM_audio/123.mp3,45.048,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0123.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.05,4
deam_0124,DEAM,data/audio_wav/deam_0124.wav,data/DEAM_audio/124.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0124.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.04,5
deam_0125,DEAM,data/audio_wav/deam_0125.wav,data/DEAM_audio/125.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0125.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0126,DEAM,data/audio_wav/deam_0126.wav,data/DEAM_audio/126.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0126.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0127,DEAM,data/audio_wav/deam_0127.wav,data/DEAM_audio/127.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0127.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0128,DEAM,data/audio_wav/deam_0128.wav,data/DEAM_audio/128.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0128.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0129,DEAM,data/audio_wav/deam_0129.wav,data/DEAM_audio/129.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0129.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0130,DEAM,data/audio_wav/deam_0130.wav,data/DEAM_audio/130.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0130.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,3
deam_0131,DEAM,data/audio_wav/deam_0131.wav,data/DEAM_audio/131.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0131.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0133,DEAM,data/audio_wav/deam_0133.wav,data/DEAM_audio/133.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0133.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,3
deam_0134,DEAM,data/audio_wav/deam_0134.wav,data/DEAM_audio/134.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0134.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0135,DEAM,data/audio_wav/deam_0135.wav,data/DEAM_audio/135.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0135.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0136,DEAM,data/audio_wav/deam_0136.wav,data/DEAM_audio/136.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0136.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0137,DEAM,data/audio_wav/deam_0137.wav,data/DEAM_audio/137.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0137.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0138,DEAM,data/audio_wav/deam_0138.wav,data/DEAM_audio/138.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0138.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0140,DEAM,data/audio_wav/deam_0140.wav,data/DEAM_audio/140.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0140.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0142,DEAM,data/audio_wav/deam_0142.wav,data/DEAM_audio/142.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0142.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0143,DEAM,data/audio_wav/deam_0143.wav,data/DEAM_audio/143.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0143.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0144,DEAM,data/audio_wav/deam_0144.wav,data/DEAM_audio/144.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0144.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0145,DEAM,data/audio_wav/deam_0145.wav,data/DEAM_audio/145.mp3,45.048,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0145.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.05,3
deam_0146,DEAM,data/audio_wav/deam_0146.wav,data/DEAM_audio/146.mp3,44.957,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0146.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,44.96,3
deam_0148,DEAM,data/audio_wav/deam_0148.wav,data/DEAM_audio/148.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0148.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0149,DEAM,data/audio_wav/deam_0149.wav,data/DEAM_audio/149.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0149.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0150,DEAM,data/audio_wav/deam_0150.wav,data/DEAM_audio/150.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0150.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
deam_0151,DEAM,data/audio_wav/deam_0151.wav,data/DEAM_audio/151.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0151.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0152,DEAM,data/audio_wav/deam_0152.wav,data/DEAM_audio/152.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0152.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0153,DEAM,data/audio_wav/deam_0153.wav,data/DEAM_audio/153.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0153.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0154,DEAM,data/audio_wav/deam_0154.wav,data/DEAM_audio/154.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0154.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0155,DEAM,data/audio_wav/deam_0155.wav,data/DEAM_audio/155.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0155.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0156,DEAM,data/audio_wav/deam_0156.wav,data/DEAM_audio/156.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0156.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0157,DEAM,data/audio_wav/deam_0157.wav,data/DEAM_audio/157.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0157.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0158,DEAM,data/audio_wav/deam_0158.wav,data/DEAM_audio/158.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0158.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0159,DEAM,data/audio_wav/deam_0159.wav,data/DEAM_audio/159.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0159.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0160,DEAM,data/audio_wav/deam_0160.wav,data/DEAM_audio/160.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0160.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0161,DEAM,data/audio_wav/deam_0161.wav,data/DEAM_audio/161.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0161.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0162,DEAM,data/audio_wav/deam_0162.wav,data/DEAM_audio/162.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0162.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0163,DEAM,data/audio_wav/deam_0163.wav,data/DEAM_audio/163.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0163.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0164,DEAM,data/audio_wav/deam_0164.wav,data/DEAM_audio/164.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0164.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0166,DEAM,data/audio_wav/deam_0166.wav,data/DEAM_audio/166.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0166.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,4
deam_0167,DEAM,data/audio_wav/deam_0167.wav,data/DEAM_audio/167.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0167.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,5
deam_0168,DEAM,data/audio_wav/deam_0168.wav,data/DEAM_audio/168.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0168.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,5
deam_0169,DEAM,data/audio_wav/deam_0169.wav,data/DEAM_audio/169.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0169.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,2
deam_0170,DEAM,data/audio_wav/deam_0170.wav,data/DEAM_audio/170.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0170.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,4
deam_0171,DEAM,data/audio_wav/deam_0171.wav,data/DEAM_audio/171.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0171.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,5
deam_0172,DEAM,data/audio_wav/deam_0172.wav,data/DEAM_audio/172.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0172.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0173,DEAM,data/audio_wav/deam_0173.wav,data/DEAM_audio/173.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0173.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0174,DEAM,data/audio_wav/deam_0174.wav,data/DEAM_audio/174.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0174.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0175,DEAM,data/audio_wav/deam_0175.wav,data/DEAM_audio/175.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0175.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0176,DEAM,data/audio_wav/deam_0176.wav,data/DEAM_audio/176.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0176.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0177,DEAM,data/audio_wav/deam_0177.wav,data/DEAM_audio/177.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0177.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0178,DEAM,data/audio_wav/deam_0178.wav,data/DEAM_audio/178.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0178.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,3
deam_0179,DEAM,data/audio_wav/deam_0179.wav,data/DEAM_audio/179.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0179.json,allin1-commit-18e78903-model-harmonix-all,val,unknown,ok,,0.0,45.07,4
deam_0180,DEAM,data/audio_wav/deam_0180.wav,data/DEAM_audio/180.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0180.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0181,DEAM,data/audio_wav/deam_0181.wav,data/DEAM_audio/181.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0181.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0182,DEAM,data/audio_wav/deam_0182.wav,data/DEAM_audio/182.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0182.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0184,DEAM,data/audio_wav/deam_0184.wav,data/DEAM_audio/184.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0184.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.07,3
deam_0185,DEAM,data/audio_wav/deam_0185.wav,data/DEAM_audio/185.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0185.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,3
deam_0186,DEAM,data/audio_wav/deam_0186.wav,data/DEAM_audio/186.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0186.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0187,DEAM,data/audio_wav/deam_0187.wav,data/DEAM_audio/187.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0187.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0188,DEAM,data/audio_wav/deam_0188.wav,data/DEAM_audio/188.mp3,45.061,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0188.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.07,4
deam_0189,DEAM,data/audio_wav/deam_0189.wav,data/DEAM_audio/189.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0189.json,allin1-commit-18e78903-model-harmonix-all,train,unknown,ok,,0.0,45.04,4
deam_0190,DEAM,data/audio_wav/deam_0190.wav,data/DEAM_audio/190.mp3,45.035,16000,data/labels_1hz,1.0,15.5,625.5,data/structure_allin1/deam_0190.json,allin1-commit-18e78903-model-harmonix-all,test,unknown,ok,,0.0,45.04,4
