track_id,split,time_sec,audio_path,label_path,valence,arousal,valid,segment_index,segment_label
deam_0076,test,44.5,data/audio_wav/deam_0076.wav,data/labels_1hz,-0.3901350,-0.1052548,1,3,intro
deam_0076,test,45.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,46.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,47.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,48.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,49.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,50.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,51.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,52.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,53.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,54.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,55.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,56.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,57.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,58.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,59.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,60.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,61.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,62.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,63.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,64.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,65.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,66.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,67.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,68.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,69.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,70.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,71.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,72.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,73.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,74.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,75.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,76.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,77.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,78.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,79.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,80.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,81.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,82.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,83.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,84.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,85.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,86.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,87.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,88.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,89.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,90.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,91.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,92.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,93.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,94.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,95.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,96.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,97.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,98.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,99.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,100.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,101.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,102.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,103.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,104.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,105.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,106.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,107.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,108.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,109.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,110.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,111.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,112.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,113.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,114.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,115.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,116.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,117.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,118.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,119.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,120.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,121.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,122.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,123.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,124.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,125.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,126.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,127.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,128.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,129.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,130.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,131.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,132.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,133.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,134.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,135.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,136.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,137.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,138.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,139.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,140.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,141.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,142.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,143.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,144.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,145.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,146.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,147.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,148.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,149.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,150.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,151.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,152.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,153.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,154.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,155.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,156.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,157.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,158.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,159.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,160.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,161.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,162.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,163.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,164.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,165.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,166.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,167.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,168.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,169.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,170.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,171.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,172.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,173.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,174.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,175.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,176.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,177.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,178.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,179.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,180.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,181.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,182.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,183.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,184.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,185.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,186.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,187.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,188.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,189.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,190.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,191.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,192.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,193.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,194.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,195.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,196.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,197.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,198.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,199.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,200.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,201.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,202.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,203.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,204.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,205.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,206.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,207.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,208.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,209.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,210.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,211.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,212.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,213.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,214.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,215.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,216.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,217.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,218.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,219.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,220.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,221.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,222.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,223.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,224.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,225.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,226.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,227.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,228.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,229.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,230.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,231.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,232.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,233.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,234.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,235.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,236.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,237.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,238.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,239.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,240.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,241.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,242.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,243.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,244.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,245.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,246.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,247.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,248.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,249.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,250.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,251.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,252.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,253.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,254.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,255.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,256.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,257.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,258.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,259.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,260.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,261.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,262.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,263.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,264.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,265.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,266.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,267.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,268.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,269.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,270.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,271.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,272.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,273.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,274.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,275.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,276.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,277.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,278.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,279.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,280.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,281.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,282.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,283.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,284.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,285.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,286.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,287.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,288.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,289.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,290.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,291.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,292.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,293.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,294.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,295.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,296.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,297.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,298.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,299.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,300.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,301.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,302.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,303.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,304.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,305.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,306.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,307.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,308.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,309.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,310.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,311.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,312.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,313.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,314.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,315.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,316.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,317.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,318.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,319.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
deam_0076,test,320.5,data/audio_wav/deam_0076.wav,data/labels_1hz,,,0,,
